date,aggregate,AHU0,AHU1,AHU2,AHU5
2014-06-02 08:22:30+00:00,41059.64388,2417.583545,2547.287207,4037.284961,9727.180859
2014-06-02 08:23:00+00:00,42076.49284,2421.707446,2393.948258,4154.491211,9825.143945
2014-06-02 08:23:30+00:00,41330.73828,2437.240747,2560.815161,4166.411816,9798.897266
2014-06-02 08:24:00+00:00,40752.7832,2416.890723,2693.389974,4073.111377,9773.328516
2014-06-02 08:24:30+00:00,41261.96354,2391.401025,2655.782284,4059.899316,9794.553971
2014-06-02 08:25:00+00:00,41088.83724,2398.439331,2613.438354,4130.125781,9697.121224
2014-06-02 08:25:30+00:00,41694.40234,2418.4927,2493.179728,4141.647461,9755.967318
2014-06-02 08:26:00+00:00,41481.41406,2414.050854,2482.517212,4076.642871,9818.39681
2014-06-02 08:26:30+00:00,43527.19661,2415.555835,2488.895044,4119.844336,9798.617188
2014-06-02 08:27:00+00:00,43256.22839,2414.592163,2525.041846,4188.806445,9803.516602
2014-06-02 08:27:30+00:00,41902.98073,2420.501563,2525.16543,4169.621387,9772.731185
2014-06-02 08:28:00+00:00,43077.95625,2424.039673,2483.219816,4097.85791,9762.929883
2014-06-02 08:28:30+00:00,43968.70521,2415.868408,2472.152132,4054.761654,9861.155273
2014-06-02 08:29:00+00:00,43876.57057,2419.913737,2484.311133,4120.26403,9806.824316
2014-06-02 08:29:30+00:00,43115.74063,2428.412028,2531.578939,4084.237834,9668.38125
2014-06-02 08:30:00+00:00,44080.95391,2430.122314,2562.810449,4104.455151,9778.979785
2014-06-02 08:30:30+00:00,41266.38047,2407.308512,2550.176872,4106.365365,9863.913314
2014-06-02 08:31:00+00:00,41679.4,2406.777344,2530.392725,4061.719938,9795.52946
2014-06-02 08:31:30+00:00,41764.10938,2427.35498,2512.324951,4255.722689,9694.884831
2014-06-02 08:32:00+00:00,43633.62474,2428.869873,2479.195003,4240.935547,9647.442253
2014-06-02 08:32:30+00:00,43439.43281,2406.641927,2484.792806,4167.518115,9792.234831
2014-06-02 08:33:00+00:00,43875.18359,2426.182454,2507.931266,4209.812744,9749.555469
2014-06-02 08:33:30+00:00,43022.44271,2425.385579,2464.199626,4122.120361,9796.80804
2014-06-02 08:34:00+00:00,42904.59141,2400.95874,2476.819076,4032.705884,9795.204557
2014-06-02 08:34:30+00:00,42443.17109,2422.095459,2527.723796,4074.02911,9601.600391
2014-06-02 08:35:00+00:00,41980.04583,2409.957031,2520.049805,4148.890299,9619.448828
2014-06-02 08:35:30+00:00,42396.87292,2394.77749,2516.400269,4225.654232,9708.912695
2014-06-02 08:36:00+00:00,44519.17865,2415.244572,2552.335571,4219.476693,9856.550781
2014-06-02 08:36:30+00:00,41773.60078,2422.041138,2514.650879,4157.623438,9823.980859
2014-06-02 08:37:00+00:00,42425.40911,2413.200301,2477.194824,4160.222559,9801.520508
2014-06-02 08:37:30+00:00,41997.97057,2404.607601,2516.281494,4173.037044,9793.092773
2014-06-02 08:38:00+00:00,43288.62031,2412.831494,2532.514404,4143.903223,9850.52793
2014-06-02 08:38:30+00:00,45594.89896,2417.741089,2472.973389,4153.72627,9838.047656
2014-06-02 08:39:00+00:00,45058.72604,2417.682104,2557.361572,4137.136914,9748.767969
2014-06-02 08:39:30+00:00,43702.78516,2395.901969,2570.969849,4149.403516,9721.667773
2014-06-02 08:40:00+00:00,41885.37474,2405.439339,2609.707886,4204.369303,9670.801367
2014-06-02 08:40:30+00:00,47763.42943,2421.374894,2538.307007,4161.201074,9762.308984
2014-06-02 08:41:00+00:00,42254.60208,2412.809204,2394.970215,4132.435449,9735.603125
2014-06-02 08:41:30+00:00,40490.27839,2419.828442,2487.65979,4148.308236,9786.450749
2014-06-02 08:42:00+00:00,40574.0875,2419.299219,2529.619303,4126.771973,9788.278743
2014-06-02 08:42:30+00:00,41894.7026,2415.519775,2533.608561,4109.418213,9795.91377
2014-06-02 08:43:00+00:00,40536.9763,2415.230859,2487.435319,4107.02417,9771.371387
2014-06-02 08:43:30+00:00,44350.9625,2412.94375,2490.514372,4135.694092,9731.818717
2014-06-02 08:44:00+00:00,43752.12474,2410.653076,2493.115902,4169.950684,9794.359798
2014-06-02 08:44:30+00:00,42154.10651,2419.350342,2544.658415,4124.204102,9815.40625
2014-06-02 08:45:00+00:00,41622.83672,2418.541943,2526.492285,4123.871582,9782.649382
2014-06-02 08:45:30+00:00,41917.02656,2414.708398,2451.002718,4145.167725,9767.16582
2014-06-02 08:46:00+00:00,43625.79727,2417.790723,2417.952148,4148.781494,9801.575195
2014-06-02 08:46:30+00:00,42995.0168,2405.602637,2533.490544,4116.293335,9761.866113
2014-06-02 08:47:00+00:00,42785.83516,2386.192188,2695.245166,4050.598999,9687.632064
2014-06-02 08:47:30+00:00,43006.19883,2384.872266,2565.252523,4064.781128,9752.059863
2014-06-02 08:48:00+00:00,42739.61523,2388.905859,2446.230485,4134.869751,9831.685156
2014-06-02 08:48:30+00:00,41925.04805,2391.794336,2544.210205,4182.23584,9746.482194
2014-06-02 08:49:00+00:00,42043.73594,2395.485059,2544.528239,4133.32959,9731.691211
2014-06-02 08:49:30+00:00,41856.72461,2414.868262,2461.366341,4098.744873,9740.57513
2014-06-02 08:50:00+00:00,42577.78008,2412.873779,2500.329867,4145.95459,9743.654948
2014-06-02 08:50:30+00:00,42330.025,2419.365129,2541.839893,4135.321859,9764.460286
2014-06-02 08:51:00+00:00,43557.91445,2424.943107,2490.010726,4121.151042,9796.26237
2014-06-02 08:51:30+00:00,43515.30273,2414.253532,2482.980396,4127.566406,9707.362305
2014-06-02 08:52:00+00:00,43566.26953,2406.449878,2511.19563,4152.402116,9604.838216
2014-06-02 08:52:30+00:00,40696.36836,2401.483708,2491.326538,4221.940755,9570.115885
2014-06-02 08:53:00+00:00,41032.18008,2426.916878,2472.655412,4176.857552,9648.136068
2014-06-02 08:53:30+00:00,45404.59844,2443.619645,2499.052002,4144.125846,9854.669922
2014-06-02 08:54:00+00:00,43162.98242,2411.082715,2513.37347,4207.986133,9925.655924
2014-06-02 08:54:30+00:00,45255.07461,2387.667993,2552.512687,4200.295313,9820.976563
2014-06-02 08:55:00+00:00,42913.56523,2390.584489,2520.469661,4150.262565,9756.841797
2014-06-02 08:55:30+00:00,42281.11211,2416.079207,2478.709473,4168.070085,9745.035645
2014-06-02 08:56:00+00:00,41923.42305,2414.959538,2502.856787,4142.231624,9845.768555
2014-06-02 08:56:30+00:00,42350.98867,2413.8118,2537.992285,4110.719629,9771.183301
2014-06-02 08:57:00+00:00,44017.69609,2412.468392,2489.875879,4099.183219,9859.840723
2014-06-02 08:57:30+00:00,41456.99297,2418.101855,2476.709717,4057.259587,9674.880078
2014-06-02 08:58:00+00:00,41433.26771,2426.714958,2476.052783,4003.067806,9569.489941
2014-06-02 08:58:30+00:00,41060.14922,2417.023486,2505.017725,4070.066081,9581.346582
2014-06-02 08:59:00+00:00,43902.62005,2410.291357,2486.551514,4120.19917,9735.974316
2014-06-02 08:59:30+00:00,41343.03802,2410.826628,2477.428027,4115.074984,9754.991016
2014-06-02 09:00:00+00:00,41231.65521,2414.204736,2498.328516,4093.231779,9680.437793
2014-06-02 09:00:30+00:00,41139.79844,2413.965316,2501.789941,4107.997713,9640.658691
2014-06-02 09:01:00+00:00,41759.78906,2414.529964,2491.705273,4149.73374,9701.443555
2014-06-02 09:01:30+00:00,43263.43307,2405.148161,2497.057666,4083.257813,9707.635449
2014-06-02 09:02:00+00:00,42336.22839,2407.789958,2522.749577,4082.677637,9691.700456
2014-06-02 09:02:30+00:00,39660.46615,2411.074097,2499.610278,4095.972363,9703.504688
2014-06-02 09:03:00+00:00,39892.12969,2410.130737,2406.775553,4080.41582,9726.730339
2014-06-02 09:03:30+00:00,41690.88568,2423.857056,2426.942407,4073.642725,9707.998893
2014-06-02 09:04:00+00:00,39796.29766,2425.134033,2497.800911,4120.471582,9692.222135
2014-06-02 09:04:30+00:00,43423.64714,2422.334351,2482.13409,4109.773633,9686.839974
2014-06-02 09:05:00+00:00,40413.23307,2425.093384,2458.212858,4079.64375,9647.81875
2014-06-02 09:05:30+00:00,41919.50703,2417.550537,2498.985506,4081.196777,9668.526953
2014-06-02 09:06:00+00:00,44705.95859,2415.624512,2491.153459,4128.468848,9611.208854
2014-06-02 09:06:30+00:00,45795.98698,2420.925781,2480.690804,4144.794043,9792.492188
2014-06-02 09:07:00+00:00,43738.34635,2422.140991,2497.387874,4046.49751,9696.555013
2014-06-02 09:07:30+00:00,46589.80182,2418.221436,2507.627108,4074.323242,9677.848698
2014-06-02 09:08:00+00:00,45038.10208,2413.28479,2474.896842,4070.223242,9668.969466
2014-06-02 09:08:30+00:00,45978.39844,2410.621216,2447.101082,4042.671094,9634.345182
2014-06-02 09:09:00+00:00,42721.2526,2411.600708,2483.077311,4036.373682,9574.038932
2014-06-02 09:09:30+00:00,41935.79271,2411.685921,2465.181641,4070.610522,9674.080078
2014-06-02 09:10:00+00:00,41901.67109,2413.549072,2447.81958,4026.577547,9656.390267
2014-06-02 09:10:30+00:00,41814.26953,2419.438493,2443.860677,4048.770768,9666.980762
2014-06-02 09:11:00+00:00,41824.89115,2411.968148,2460.462565,4050.297705,9670.084147
2014-06-02 09:11:30+00:00,43667.24036,2415.52443,2484.426107,4082.724186,9716.060449
2014-06-02 09:12:00+00:00,39480.64505,2427.970443,2492.302897,4083.931193,9679.302832
2014-06-02 09:12:30+00:00,39897.38359,2411.928923,2457.174561,4031.378581,9602.69707
2014-06-02 09:13:00+00:00,42944.48099,2397.939535,2457.807454,4061.494474,9619.714811
2014-06-02 09:13:30+00:00,42334.63073,2397.974561,2450.883708,4063.872355,9578.042415
2014-06-02 09:14:00+00:00,42978.32526,2411.378857,2476.681966,4082.425659,9612.623698
2014-06-02 09:14:30+00:00,40442.07813,2423.717757,2469.104899,4130.552319,9646.671029
2014-06-02 09:15:00+00:00,39207.22969,2410.150749,2459.64974,4094.040275,9628.695345
2014-06-02 09:15:30+00:00,40836.24427,2407.465023,2466.469645,4101.584782,9628.168652
2014-06-02 09:16:00+00:00,39705.37318,2410.649219,2470.468628,4063.600586,9661.223828
2014-06-02 09:16:30+00:00,39693.82122,2418.192057,2524.682227,4010.317383,9668.622266
2014-06-02 09:17:00+00:00,41925.925,2422.479338,2500.648755,4022.651367,9630.30918
2014-06-02 09:17:30+00:00,42652.85794,2411.29786,2423.395239,4048.6875,9653.082227
2014-06-02 09:18:00+00:00,44453.40039,2409.830461,2450.771753,4083.054525,9631.051367
2014-06-02 09:18:30+00:00,42932.98763,2414.020264,2451.77168,4046.219157,9653.280859
2014-06-02 09:19:00+00:00,40765.1737,2415.771338,2440.077734,4066.141846,9639.773242
2014-06-02 09:19:30+00:00,40454.30612,2415.499886,2438.655664,4026.029785,9582.428516
2014-06-02 09:20:00+00:00,41903.61198,2418.582129,2453.336279,3957.153402,9613.230664
2014-06-02 09:20:30+00:00,40462.32344,2414.631543,2467.934106,4012.007161,9638.90332
2014-06-02 09:21:00+00:00,43272.1681,2413.100846,2484.679419,4045.082357,9604.911328
2014-06-02 09:21:30+00:00,42602.7125,2412.163542,2462.35542,4082.427409,9602.133203
2014-06-02 09:22:00+00:00,44977.13372,2409.636613,2481.110986,4083.12207,9638.14209
2014-06-02 09:22:30+00:00,42331.6832,2403.284814,2464.295231,4025.700293,9557.438477
2014-06-02 09:23:00+00:00,41598.8431,2403.580176,2469.35363,4035.176636,9706.751302
2014-06-02 09:23:30+00:00,40466.22591,2416.831787,2492.174919,3989.681616,9685.847656
2014-06-02 09:24:00+00:00,40506.92734,2418.971387,2471.48444,4106.05752,9656.038574
2014-06-02 09:24:30+00:00,40723.68555,2412.284277,2490.070264,4022.371484,9613.109212
2014-06-02 09:25:00+00:00,40107.36406,2417.575684,2446.116488,4031.394043,9638.797526
2014-06-02 09:25:30+00:00,40133.46289,2411.432422,2456.273633,3903.295313,9503.247559
2014-06-02 09:26:00+00:00,39947.95234,2411.883154,2459.944352,4057.187354,9703.914063
2014-06-02 09:26:30+00:00,39996.43229,2419.291162,2466.193734,4115.804224,9508.046549
2014-06-02 09:27:00+00:00,43213.73633,2409.432373,2427.756934,4071.833667,9398.504883
2014-06-02 09:27:30+00:00,42885.23984,2406.191699,2491.164176,4136.085791,9471.355469
2014-06-02 09:28:00+00:00,41193.79089,2428.592822,2445.402718,4001.809741,9502.166504
2014-06-02 09:28:30+00:00,42840.14492,2430.794287,2455.483675,3961.539185,9432.169271
2014-06-02 09:29:00+00:00,42316.01081,2437.941309,2447.898128,4103.398633,9538.957682
2014-06-02 09:29:30+00:00,41092.3013,2447.347461,2521.189063,4051.599561,9570.707357
2014-06-02 09:30:00+00:00,42786.32201,2447.012354,2477.711572,4096.404736,9576.230957
2014-06-02 09:30:30+00:00,46377.75586,2431.970557,2468.49432,4124.981152,9685.908691
2014-06-02 09:31:00+00:00,43219.62852,2401.442334,2419.979297,4037.630981,9650.44987
2014-06-02 09:31:30+00:00,42074.94896,2400.822168,2431.714754,4014.466488,9685.386523
2014-06-02 09:32:00+00:00,40860.45742,2413.12238,2459.732959,4145.709701,9586.268424
2014-06-02 09:32:30+00:00,39620.38008,2404.136857,2434.604142,4107.495345,9657.294271
2014-06-02 09:33:00+00:00,39714.3112,2419.351709,2438.983358,3935.320426,9642.024089
2014-06-02 09:33:30+00:00,41136.59297,2414.528092,2493.060588,4057.52749,9595.230859
2014-06-02 09:34:00+00:00,42167.07227,2410.320858,2414.115999,4017.22972,9626.103646
2014-06-02 09:34:30+00:00,44265.77734,2394.523844,2401.049268,4062.103589,9597.26416
2014-06-02 09:35:00+00:00,41611.79688,2392.040934,2432.092334,4077.426758,9680.604102
2014-06-02 09:35:30+00:00,39297.89844,2420.867106,2405.607813,3956.257845,9687.778711
2014-06-02 09:36:00+00:00,40346.72656,2414.670573,2412.832422,4000.690063,9593.625
2014-06-02 09:36:30+00:00,39514.22266,2414.640137,2462.381348,4043.108089,9440.193652
2014-06-02 09:37:00+00:00,40024.14844,2432.377686,2506.025537,4037.065894,9583.093945
2014-06-02 09:37:30+00:00,40388.08594,2436.515462,2445.713574,4045.031909,9670.115039
2014-06-02 09:38:00+00:00,40328.08203,2423.778239,2411.537549,3980.084302,9532.559375
2014-06-02 09:38:30+00:00,44603.57031,2403.961751,2452.351807,4087.153589,9729.80752
2014-06-02 09:39:00+00:00,41220.70703,2416.208903,2464.437646,3940.967131,9471.274902
2014-06-02 09:39:30+00:00,40983.86328,2411.325195,2443.223145,3912.62596,9470.919596
2014-06-02 09:40:00+00:00,42154.53125,2421.80498,2451.341471,4070.60708,9676.294466
2014-06-02 09:40:30+00:00,42851.97656,2410.212793,2465.56665,4034.60957,9669.735091
2014-06-02 09:41:00+00:00,45388.21484,2417.151245,2462.859172,4023.126563,9419.166536
2014-06-02 09:41:30+00:00,44158.11328,2416.234253,2483.210897,4073.654688,9568.902148
2014-06-02 09:42:00+00:00,41374.19141,2408.178003,2422.35625,4060.769084,9670.825098
2014-06-02 09:42:30+00:00,41142.20313,2411.235433,2465.574251,4033.083781,9718.352246
2014-06-02 09:43:00+00:00,40650.38281,2409.484684,2445.32666,4019.226156,9499.090625
2014-06-02 09:43:30+00:00,40484.80078,2414.060286,2417.174284,4022.947388,9564.791602
2014-06-02 09:44:00+00:00,39964.30859,2420.652507,2406.197217,4028.595825,9587.595898
2014-06-02 09:44:30+00:00,40285.45313,2430.101563,2446.023535,4017.563232,9628.645247
2014-06-02 09:45:00+00:00,43548.20313,2434.779411,2461.650928,4121.325684,9682.260449
2014-06-02 09:45:30+00:00,42821.53906,2429.503377,2433.985474,4027.748014,9611.167969
2014-06-02 09:46:00+00:00,40019.45313,2435.195931,2434.453833,3885.141113,9613.267578
2014-06-02 09:46:30+00:00,39336.16797,2425.973226,2384.843164,3914.93737,9500.143555
2014-06-02 09:47:00+00:00,39557.67969,2406.416406,2405.359619,3963.181234,9651.241211
2014-06-02 09:47:30+00:00,42678.14453,2417.146883,2434.500781,4054.499382,9542.805664
2014-06-02 09:48:00+00:00,39906.60547,2402.784408,2404.961694,3978.836182,9526.652344
2014-06-02 09:48:30+00:00,41697.71875,2433.792773,2458.561938,4065.778874,9461.222656
2014-06-02 09:49:00+00:00,39767.70703,2424.979338,2465.778564,4084.403385,9670.894531
2014-06-02 09:49:30+00:00,39550.42188,2397.607324,2363.184863,4018.530452,9607.107422
2014-06-02 09:50:00+00:00,40616.77344,2415.554574,2448.200146,3955.704232,9591.233398
2014-06-02 09:50:30+00:00,38943.21484,2449.266846,2377.077954,4107.824642,9583.355469
2014-06-02 09:51:00+00:00,42639.41016,2446.266374,2568.625464,4011.147721,9683.842773
2014-06-02 09:51:30+00:00,39402.51953,2429.117871,2418.079712,3995.78265,9633.680664
2014-06-02 09:52:00+00:00,39787.54297,2396.713859,2267.733813,4109.199316,9577.751953
2014-06-02 09:52:30+00:00,40654.50781,2401.028564,2335.878874,3933.543848,9418.607422
2014-06-02 09:53:00+00:00,42865.41797,2415.362988,2393.504525,4034.288965,9562.766309
2014-06-02 09:53:30+00:00,40482.84518,2414.280908,2447.50861,4065.897363,9560.681771
2014-06-02 09:54:00+00:00,42424.0681,2421.168213,2465.143392,4064.652344,9592.952083
2014-06-02 09:54:30+00:00,40325.45924,2408.90752,2459.042301,3983.147803,9531.071875
2014-06-02 09:55:00+00:00,40104.26393,2404.80083,2440.354427,4060.760059,9476.732454
2014-06-02 09:55:30+00:00,41301.21953,2412.681396,2453.382715,3994.692676,9462.08278
2014-06-02 09:56:00+00:00,39197.57799,2413.530225,2405.795785,3954.068457,9555.795247
2014-06-02 09:56:30+00:00,41344.67708,2435.373877,2442.656266,3931.698413,9652.080827
2014-06-02 09:57:00+00:00,39093.85703,2433.893115,2441.672445,3983.424097,9511.177376
2014-06-02 09:57:30+00:00,41337.52865,2410.327637,2371.354492,4103.243652,9648.003092
2014-06-02 09:58:00+00:00,39445.19583,2381.773877,2431.450732,4026.11792,9660.134082
2014-06-02 09:58:30+00:00,38885.53529,2387.801473,2432.968506,4014.074919,9470.427669
2014-06-02 09:59:00+00:00,40366.81341,2387.971232,2394.644686,3941.337044,9624.690755
2014-06-02 09:59:30+00:00,41923.36133,2417.706095,2400.1729,3987.553092,9589.112435
2014-06-02 10:00:00+00:00,39420.71641,2406.555501,2437.103353,4019.696647,9555.458073
2014-06-02 10:00:30+00:00,39272.43503,2418.160889,2496.809025,4138.325521,9638.915625
2014-06-02 10:01:00+00:00,42192.40768,2417.2205,2382.791227,4175.109017,9546.230078
2014-06-02 10:01:30+00:00,39826.13268,2381.554525,2380.541593,3995.944743,9508.89056
2014-06-02 10:02:00+00:00,41654.31484,2378.7677,2469.229167,4036.929915,9569.169727
2014-06-02 10:02:30+00:00,41552.82161,2388.382568,2477.614754,4104.246842,9720.337305
2014-06-02 10:03:00+00:00,42198.50091,2429.706787,2450.564038,4013.502083,9519.590495
2014-06-02 10:03:30+00:00,39736.59753,2414.108521,2383.196183,3916.574023,9528.26556
2014-06-02 10:04:00+00:00,39469.78542,2441.014893,2414.200789,3984.351953,9551.129688
2014-06-02 10:04:30+00:00,38939.38294,2388.380452,2516.427189,4045.093164,9699.93418
2014-06-02 10:05:00+00:00,42105.49349,2378.141154,2468.943677,4053.224023,9700.873828
2014-06-02 10:05:30+00:00,42939.70013,2409.166178,2421.224658,3993.872607,9651.878516
2014-06-02 10:06:00+00:00,41009.11302,2436.836426,2492.635742,4021.907422,9506.822656
2014-06-02 10:06:30+00:00,39794.68177,2427.85918,2361.076172,4013.248853,9800.70498
2014-06-02 10:07:00+00:00,40340.99792,2422.15765,2445.689209,4085.327474,9443.936914
2014-06-02 10:07:30+00:00,37401.47682,2397.348665,2395.680664,4120.227913,9531.056152
2014-06-02 10:08:00+00:00,40500.06849,2401.640609,2401.25,4129.16438,9673.714453
2014-06-02 10:08:30+00:00,39480.27786,2426.22168,2467.318848,4080.312052,9479.708691
2014-06-02 10:09:00+00:00,37743.52292,2429.676074,2470.10498,4131.878467,9671.555176
2014-06-02 10:09:30+00:00,37949.69453,2397.634098,2478.594482,4007.450033,9637.174414
2014-06-02 10:10:00+00:00,42160.58516,2433.27526,2366.06665,4120.318311,9586.718848
2014-06-02 10:10:30+00:00,40830.85469,2410.384766,2461.722656,3970.824658,9616.260547
2014-06-02 10:11:00+00:00,38750.77083,2384.647689,2462.378662,4061.410563,9693.970313
2014-06-02 10:11:30+00:00,39885.52474,2421.30472,2482.232422,3999.354557,9655.421875
2014-06-02 10:12:00+00:00,39312.66953,2401.927718,2564.36792,3985.734172,9653.115527
2014-06-02 10:12:30+00:00,41570.38984,2424.472982,2448.035889,4093.303394,9655.976563
2014-06-02 10:13:00+00:00,39429.39609,2393.567106,2380.717529,4070.006396,9608.512207
2014-06-02 10:13:30+00:00,42735.2888,2399.020605,2473.020508,4096.657227,9619.995313
2014-06-02 10:14:00+00:00,40130.9901,2408.607104,2398.675334,4103.402832,9602.353646
2014-06-02 10:14:30+00:00,40071.7388,2430.853003,2445.841219,4033.208496,9606.645247
2014-06-02 10:15:00+00:00,39734.54505,2420.913794,2448.924854,4078.783691,9637.841602
2014-06-02 10:15:30+00:00,41715.49974,2409.029126,2503.525342,4045.365723,9618.608789
2014-06-02 10:16:00+00:00,40919.57734,2406.268555,2420.16731,4004.851563,9641.20931
2014-06-02 10:16:30+00:00,38971.87292,2406.053613,2460.131177,4070.645752,9693.749609
2014-06-02 10:17:00+00:00,37833.83411,2427.558203,2544.780981,4042.996826,9648.053971
2014-06-02 10:17:30+00:00,37531.31927,2396.630054,2365.672746,4077.103271,9642.025716
2014-06-02 10:18:00+00:00,40772.15078,2408.122607,2410.902677,4003.753418,9614.944727
2014-06-02 10:18:30+00:00,39149.06901,2422.626929,2600.995809,4174.40625,9638.652995
2014-06-02 10:19:00+00:00,38691.3875,2395.741455,2437.633,4053.955078,9648.85931
2014-06-02 10:19:30+00:00,39265.31146,2396.457593,2478.687533,4111.339844,9645.110221
2014-06-02 10:20:00+00:00,43033.94089,2399.971948,2524.159652,3999.404297,9611.557552
2014-06-02 10:20:30+00:00,39233.28255,2397.086165,2457.979688,3988.299194,9628.325521
2014-06-02 10:21:00+00:00,42117.02708,2407.728223,2449.143001,4069.703906,9667.931966
2014-06-02 10:21:30+00:00,40471.14844,2417.866699,2397.815739,4096.556079,9668.304036
2014-06-02 10:22:00+00:00,38136.85677,2423.734814,2443.223926,4169.92819,9591.757975
2014-06-02 10:22:30+00:00,41810.60443,2410.331315,2451.296012,4138.59777,9604.411133
2014-06-02 10:23:00+00:00,41752.55156,2416.781234,2594.825179,4148.461442,9609.020833
2014-06-02 10:23:30+00:00,37689.25052,2405.702051,2483.63973,4019.715096,9715.475586
2014-06-02 10:24:00+00:00,37075.80703,2436.122917,2530.539128,3950.270402,9613.500488
2014-06-02 10:24:30+00:00,37014.26797,2415.729085,2434.047607,4068.446794,9613.559082
